customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total
7945-HLKEA,Não,Female,0,Não,Não,60,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,One year,Não,Electronic check,64.75,4039.5
7945-PRBVF,Não,Male,0,Não,Não,35,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),21.45,705.45
7950-XWOVN,Não,Male,0,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Não,Month-to-month,Não,Mailed check,34.7,383.55
7951-QKZPL,Sim,Female,0,Sim,Sim,33,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Mailed check,24.5,740.3
7951-VRDVK,Não,Female,0,Não,Não,36,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,One year,Não,Bank transfer (automatic),85.85,3003.55
7952-OBOYL,Não,Male,0,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Não,Month-to-month,Sim,Mailed check,89.85,244.45
7954-MLBUN,Não,Male,0,Não,Não,31,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Two year,Não,Bank transfer (automatic),99.45,3109.9
7956-XQWGU,Não,Male,0,Não,Não,27,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Credit card (automatic),19.4,460.25
7957-RYHQD,Sim,Female,1,Não,Não,40,Sim,Não,Fiber optic,Sim,Sim,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),79.2,3233.85
7963-GQRMY,Sim,Female,0,Sim,Sim,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,44.3,134.5
7963-SHNDT,Não,Female,0,Não,Não,52,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Two year,Não,Mailed check,39.1,1982.1
7964-VEXDG,Não,Male,0,Não,Sim,21,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,80.35,1747.2
7964-YESJC,Não,Female,0,Sim,Não,24,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Month-to-month,Não,Mailed check,66.3,1559.45
7964-ZRKKG,Não,Male,0,Sim,Não,67,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,One year,Sim,Bank transfer (automatic),88.4,5798.3
7966-YOTQW,Não,Male,0,Não,Não,10,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),54.5,568.2
7967-HYCDE,Não,Male,0,Não,Não,8,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Bank transfer (automatic),70.7,553.4
7968-BCBQB,,Female,0,Não,Não,3,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Bank transfer (automatic),74.4,215.8
7968-QUXNS,Não,Male,0,Não,Não,6,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,18.95,110.15
7969-AULMZ,Sim,Female,0,Não,Não,21,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,97.35,2119.5
7969-FFOWG,Não,Male,0,Sim,Sim,65,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.9,1292.6
7971-HLVXI,Não,Male,0,Sim,Sim,72,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Two year,Sim,Credit card (automatic),84.5,6130.85
7973-DZRKH,Não,Female,0,Não,Sim,66,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Não,Não,Two year,Sim,Credit card (automatic),90.95,5930.05
7975-JMZNT,Não,Male,0,Sim,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Não,Bank transfer (automatic),91.7,6075.9
7975-TZMLR,Não,Male,0,Não,Não,47,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,One year,Sim,Electronic check,103.1,4889.3
7976-CICYS,Não,Male,0,Não,Não,4,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Credit card (automatic),20.7,83.75
7977-HXJKU,Não,Male,0,Não,Sim,21,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.6,397.0
7978-DKUQH,Não,Female,0,Sim,Não,25,Sim,Não,Fiber optic,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Electronic check,74.6,1797.75
7979-CORPM,Sim,Male,0,Não,Não,24,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Month-to-month,Sim,Credit card (automatic),90.55,2282.55
7979-YHUFG,,Male,0,Não,Não,8,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,70.1,551.35
7980-MHFLQ,Não,Female,0,Sim,Sim,72,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,24.9,1859.2
7982-VCELR,Não,Female,0,Não,Não,36,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Credit card (automatic),94.8,3565.65
7989-AWGEH,Não,Male,0,Sim,Sim,49,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,39.2,1838.15
7989-CHGTL,Sim,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,19.6,19.6
7989-VCQOH,Não,Male,0,Sim,Sim,18,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Month-to-month,Não,Electronic check,83.25,1611.15
7993-NQLJE,Não,Male,0,Sim,Sim,15,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,75.1,1151.55
7993-PYKOF,Sim,Male,0,Sim,Não,8,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,75.0,632.95
7994-UYIVZ,Não,Male,0,Sim,Não,8,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Bank transfer (automatic),85.65,659.45
7994-XIRTR,Não,Male,1,Não,Não,54,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Sim,One year,Não,Bank transfer (automatic),65.25,3529.95
7995-ZHHNZ,Não,Male,0,Sim,Não,42,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,One year,Não,Credit card (automatic),56.1,2386.85
7996-BPXHY,Não,Female,0,Sim,Sim,13,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Bank transfer (automatic),25.0,332.5
7996-MHXLW,Não,Female,0,Não,Não,66,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Credit card (automatic),25.15,1683.6
7997-EASSD,Não,Female,0,Sim,Não,63,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Não,Não,One year,Sim,Credit card (automatic),81.2,4965.1
7998-WNZEM,Não,Male,0,Não,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Two year,Não,Bank transfer (automatic),80.6,5708.2
7998-ZLXWN,Não,Female,0,Sim,Não,15,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Credit card (automatic),20.45,330.8
8000-REIQB,Sim,Female,1,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,69.95,69.95
8003-EWNDZ,Não,Female,0,Não,Não,10,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Electronic check,21.2,222.65
8006-PYCSW,Não,Female,0,Não,Não,2,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.1,39.8
8007-YYPWD,Não,Female,0,Não,Não,15,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),25.05,369.1
8008-ESFLK,Não,Female,0,Sim,Não,53,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,One year,Não,Electronic check,110.5,5835.5
8008-HAWED,Sim,Male,0,Não,Não,14,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,50.75,712.75
8008-OTEZX,Não,Female,0,Sim,Sim,35,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.65,708.8
8010-EZLOU,Sim,Male,1,Não,Não,15,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,80.2,1217.25
8012-SOUDQ,Não,Female,1,Não,Não,43,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,90.25,3838.75
8015-IHCGW,Não,Female,0,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Electronic check,115.5,8425.15
8016-NCFVO,Não,Male,1,Não,Não,55,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Month-to-month,Sim,Electronic check,116.5,6382.55
8016-ZMGMO,Não,Female,1,Sim,Não,66,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,One year,Sim,Bank transfer (automatic),70.85,4738.85
8017-LXHFA,Sim,Female,1,Não,Não,23,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.75,2293.6
8017-UVSZU,Não,Female,0,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Month-to-month,Não,Credit card (automatic),56.6,2379.1
8019-ENHXU,Sim,Male,0,Sim,Não,42,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Não,Sim,Month-to-month,Sim,Electronic check,99.45,4138.05
8020-BWHYL,Sim,Female,1,Não,Não,15,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),75.3,1147.45
8022-BECSI,Não,Male,0,Não,Não,22,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.6,422.5
8023-QHAIO,Não,Female,1,Sim,Não,56,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Bank transfer (automatic),76.85,4275.75
8024-XNAFQ,Não,Female,1,Não,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Não,Sim,Two year,Sim,Bank transfer (automatic),107.4,7748.75
8028-PNXHQ,Não,Male,0,Sim,Sim,62,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Bank transfer (automatic),24.25,1424.6
8029-GAHZZ,,Female,1,Sim,Não,71,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),109.7,7904.25
8029-XYPWT,Não,Male,1,Sim,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),115.05,8016.6
8033-ATFAS,Não,Female,0,Sim,Sim,39,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Month-to-month,Sim,Mailed check,59.85,2341.5
8033-VCZGH,Não,Male,0,Sim,Não,50,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,One year,Sim,Electronic check,103.95,5231.3
8034-RYTVV,Não,Female,0,Não,Não,55,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Não,Não,One year,Sim,Credit card (automatic),84.25,4589.85
8035-BUYVG,Sim,Male,0,Sim,Não,40,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,One year,Sim,Electronic check,42.35,1716.45
8035-PWSEV,Não,Female,0,Não,Não,6,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Não,Sim,Month-to-month,Sim,Electronic check,89.25,487.05
8039-ACLPL,Não,Female,0,Sim,Sim,72,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Two year,Não,Credit card (automatic),68.75,4888.2
8039-EQPIM,Não,Male,0,Sim,Não,69,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Two year,Não,Bank transfer (automatic),60.25,4055.5
8040-MNRTF,Não,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,71.1,71.1
8041-TMEID,Não,Male,1,Sim,Não,63,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Two year,Não,Credit card (automatic),108.5,6991.9
8042-JVNFH,Sim,Male,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,71.35,71.35
8042-RNLKO,Não,Male,0,Não,Não,66,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Bank transfer (automatic),25.45,1699.15
8043-PNYSD,Não,Male,0,Sim,Sim,63,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.55,1245.6
8044-BGWPI,Não,Male,0,Sim,Sim,12,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Electronic check,21.15,306.05
8046-DNVTL,Não,Male,0,Sim,Não,62,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Two year,Sim,Credit card (automatic),38.6,2345.55
8048-DSDFQ,Não,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.2,20.2
8049-WJCLQ,Não,Male,0,Sim,Sim,10,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Month-to-month,Não,Mailed check,60.2,563.5
8050-DVOJX,Não,Male,1,Não,Não,49,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Two year,Não,Credit card (automatic),81.35,4060.9
8050-WYBND,Não,Female,0,Não,Sim,22,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,One year,Sim,Credit card (automatic),49.45,1031.4
8050-XGRVL,Não,Female,0,Sim,Sim,62,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,One year,Não,Credit card (automatic),54.75,3425.35
8051-HJRLT,Sim,Female,1,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,70.55,70.55
8053-WWDRO,Sim,Female,0,Sim,Não,6,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Bank transfer (automatic),19.5,146.3
8058-DMYRU,Não,Male,1,Não,Não,54,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,90.05,4931.8
8058-INTPH,Sim,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,79.65,79.65
8058-JMEQO,Sim,Female,1,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,84.45,762.5
8059-UDZFY,Não,Female,1,Não,Sim,33,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),105.35,3465.05
8060-HIWJJ,Não,Male,0,Não,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),86.55,5632.55
8062-YBDOE,Sim,Male,1,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,69.65,69.65
8063-GBATB,Sim,Female,1,Não,Não,27,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,85.25,2287.25
8063-RJYNF,Sim,Male,0,Não,Não,16,Sim,Não,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.25,1483.25
8064-RAVOH,Não,Male,0,Não,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Electronic check,49.85,49.85
8065-BVEPF,Não,Male,1,Não,Não,65,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),99.1,6496.15
8065-QBYTO,Não,Female,1,Não,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Não,One year,Sim,Credit card (automatic),99.65,7181.25
8065-YKXKD,Sim,Female,0,Não,Não,10,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,74.75,799.65
8066-POXGX,Sim,Female,0,Não,Não,13,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,35.1,446.1
8067-NIOYM,Não,Female,0,Sim,Sim,24,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Credit card (automatic),21.1,490.65
8069-RHUXK,Não,Female,0,Sim,Sim,67,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Two year,Não,Credit card (automatic),35.7,2545.7
8069-YQQAJ,Não,Male,0,Não,Não,14,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,31.1,419.7
8070-AAWZP,Não,Male,1,Sim,Não,24,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Month-to-month,Não,Mailed check,34.25,828.2
8071-SBTRN,Não,Female,0,Não,Não,70,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Two year,Sim,Mailed check,111.15,7737.55
8073-IJDCM,Sim,Female,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,20.3,20.3
8075-GXIUB,Não,Male,1,Sim,Não,9,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Credit card (automatic),19.85,183.15
8076-FEZKJ,Não,Male,0,Não,Não,10,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.5,225.85
8079-XRJRS,Sim,Male,0,Sim,Não,65,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Não,One year,Não,Electronic check,89.75,5769.6
8080-DDEMJ,Sim,Male,1,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,45.1,45.1
8080-POTJR,Não,Female,0,Não,Não,30,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,One year,Sim,Credit card (automatic),79.3,2427.1
8082-GHXOP,Não,Male,0,Não,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,44.0,659.35
8083-YTZES,Sim,Male,0,Não,Não,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,74.35,265.35
8084-OIVBS,Não,Female,0,Não,Não,11,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,20.0,211.95
8085-MSNLK,Não,Female,0,Sim,Não,62,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Não,Mailed check,113.95,6891.4
8086-OVPWV,Sim,Male,0,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,80.2,181.1
8087-LGYHQ,Não,Male,0,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.05,811.65
8089-UZWLX,Não,Female,1,Não,Não,71,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Two year,Não,Bank transfer (automatic),104.05,7413.55
8091-TTVAX,Não,Male,0,Sim,Não,58,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,One year,Não,Credit card (automatic),100.35,5681.1
8092-NLTGF,Não,Male,0,Não,Não,72,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),24.75,1777.6
8095-WANWK,Não,Female,0,Não,Não,10,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,45.25,428.7
8096-LOIST,Não,Female,0,Não,Não,19,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,56.2,1093.4
8097-OMULG,Não,Male,0,Sim,Sim,59,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,One year,Não,Credit card (automatic),76.75,4541.9
8097-VBQTZ,Não,Male,0,Não,Não,54,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Month-to-month,Sim,Mailed check,69.9,3883.3
8098-LLAZX,Sim,Female,1,Não,Não,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,95.45,396.1
8098-TDCBU,Não,Female,0,Sim,Não,42,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Electronic check,25.25,1108.2
8099-MZPUJ,Não,Male,0,Sim,Sim,48,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),111.8,5443.65
8100-HZZLJ,Não,Female,0,Não,Sim,43,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,63.95,2737.05
8100-PNJMH,Não,Male,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Credit card (automatic),88.85,6132.7
8104-OSKWT,Não,Female,0,Não,Não,12,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,79.8,1001.2
8106-GWQOK,Não,Male,0,Sim,Não,38,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),60.0,2193.2
8107-KNCIM,Não,Male,1,Sim,Não,14,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,75.1,1013.35
8107-RZLNV,Não,Male,0,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Two year,Sim,Bank transfer (automatic),106.3,7565.35
8108-UXRQN,Não,Female,0,Sim,Sim,11,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Month-to-month,Não,Electronic check,50.55,565.35
8109-YUOHE,Não,Male,0,Não,Não,17,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,One year,Não,Mailed check,56.1,946.95
8111-BKVDS,Não,Female,0,Não,Não,10,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Month-to-month,Não,Bank transfer (automatic),40.7,449.3
8111-RKSPX,Sim,Male,0,Não,Não,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),72.2,305.55
8111-SLLHI,Sim,Male,1,Sim,Não,39,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,105.65,4284.8
8118-LSUEL,Sim,Male,1,Não,Não,23,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,106.4,2483.5
8118-TJAFG,Não,Male,0,Sim,Sim,9,Sim,Não,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Month-to-month,Sim,Electronic check,101.5,906.85
8120-JDCAM,Não,Male,0,Sim,Sim,4,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,69.55,284.9
8123-QBNAZ,Não,Female,0,Sim,Sim,36,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Credit card (automatic),104.5,3684.95
8124-NZVGJ,Não,Female,0,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,One year,Sim,Mailed check,49.25,255.6
8125-QPFJD,Não,Female,0,Sim,Não,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),84.9,6065.3
8128-YVJRG,Sim,Female,0,Não,Não,7,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,79.65,604.7
8129-GMVGI,Não,Female,0,Sim,Sim,56,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,20.05,1090.1
8132-YPVBX,Não,Female,0,Não,Não,6,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Sim,Month-to-month,Sim,Mailed check,85.95,514.6
8133-ANHHJ,Não,Female,1,Não,Não,49,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Não,Sim,One year,Não,Bank transfer (automatic),103.0,5166.2
